Location;Participants;Cost
Lenox Hill, Manhattan;Ant-Man, Asterix, Captain Marvel, Catwoman, Hawkeye, Raven, Supergirl vs. Karate Kid, Mr. Terrific;$3000
Castle Hill, Bronx;Captain America, Karate Kid vs. Wolverine;$3000
Flatbush, Brooklyn;Ant-Man, Phantom Lady, Tiger vs. Batman;$3000
Brooklyn Heights, Brooklyn;Batman, Black Panther, Kate Spencer vs. Animal Man, Robin, X-Men, Zatanna;$3000
Williamsburg, Brooklyn;Black Canary vs. Agent Liberty, S.T.R.I.P.E.;$5000
SoHo, Manhattan;Animal Man, Aztec, Black Panther, Blue Beetle, Cyborg, Doc Savage, Lagoon Boy, Spider-Man vs. Incredible Hulk;$6000
Astoria, Queens;Batman, Captain America vs. Ozymandias;$3000
Washington Heights, Manhattan;Agent Liberty vs. Atom, Catwoman, Conan the Barbarian, Defenders, Gangbuster, Incredible Hulk, Kate Spencer, Spider-Man, Starfire, Wolverine, Wonder Girl;$0
Gramercy Park, Manhattan;Bronze Tiger, Flash, Impulse, Nightwing, Orin, Rocketeer vs. Ant-Man, Beast Boy, Plastic Man, Superman;$16000
Flatbush, Brooklyn;Avengers, Catwoman vs. Agent Liberty, Aisha, Aquaman, Black Canary, Blue Beetle, Captain America, Defenders, Dollar Bill, Fire, Gypsy, Marvelman, Orin, Rocket, Spider-Man, Wasp;$49000
Little Italy, Manhattan;Black Panther, Conan the Barbarian, Kamandi, Plastic Man, Superman vs. Doctor Strange, Kid Flash, Owlman, Tiger;$1000
Belmont, Bronx;Black Canary, Black Panther, Bronze Tiger, Doc Savage, Green Lantern, Shadow, Spider-Man, Wasp vs. Avengers, Captain America;$17000
Meatpacking District, Manhattan;Wasp vs. Batman, Marvelman, Red Arrow, Spider-Man, Supergirl, Zatanna;$16000
Greenpoint, Brooklyn;Aquaman, Cyborg, Jericho, Zatanna vs. Orin;$5000
Brooklyn Heights, Brooklyn;Blue Beetle, Bruce Wayne, Captain Marvel, Iron Fist, Sub-Mariner, Wonder Woman vs. Dick Grayson, Green Arrow, Kate Spencer, Watchmen;$12000
Belmont, Bronx;Calendar Man, Gypsy, Iron Fist, Karate Kid, Watchmen vs. Lagoon Boy, Ozymandias;$8000
Jackson Heights, Queens;Guardians of the Galaxy vs. Asterix, Avengers, Captain Marvel, Captain Metropolis, Dick Grayson, Firestorm, Impulse, Incredible Hulk, Mr. Terrific, S.T.R.I.P.E., Spider-Man, Superman, Thor, Wolverine, Zatanna;$6000
Upper West Side, Manhattan;Teenage Mutant Ninja Turtles, V vs. Daredevil, Doc Savage, Doctor Strange, Hawkeye;$4000
Koreatown, Manhattan;Defenders, Kyle Rayner, Orin vs. Black Canary, Doc Savage, Elektra, Nightwing, Starfire, Supergirl, Wonder Woman;$13000
Midtown, Manhattan;Catwoman, Rocketeer vs. Hawkeye, Incredible Hulk, Iron Man, Kamandi;$3000
Harlem, Manhattan;Iron Fist vs. Captain America, Poison Ivy;$4000
Chinatown, Manhattan;Ant-Man, Kate Spencer, Shining Knight, Starfire vs. Aquaman, Atom, Black Canary, Black Panther, Conan the Barbarian, Doctor Strange, Ghost Rider, Incredible Hulk, Judomaster, Robin, Tiger, Wasp, Zatanna;$3000
East Harlem, Manhattan;Vixen vs. Batwoman, Ghost Rider, Ridder, Wasp, X-Men;$1000
Koreatown, Manhattan;Black Canary, Elektra, Superman, Wolverine vs. Conan the Barbarian, Vixen;$9000
Little Italy, Manhattan;Batwoman vs. Atom, Avengers, Black Panther, Hal Jordan, Lagoon Boy, Poison Ivy, Red Arrow;$17000
Washington Heights, Manhattan;Black Panther, Bronze Tiger, Bruce Wayne, Captain America, Conan the Barbarian, Gangbuster, Guardians of the Galaxy, Hawkeye, Thor, X-Men, Zatara vs. Agent Liberty, Aquaman, Batgirl, Kate Spencer, Mr. Terrific;$19000
Greenpoint, Brooklyn;Asterix, Guardians of the Galaxy, Kate Spencer vs. Hank Hall;$6000
Carroll Gardens, Brooklyn;Kid Flash vs. Captain America, Hawkeye, Jericho, Lagoon Boy, Rocketeer, Wasp, Wonder Woman;$1000
Downtown Brooklyn, Brooklyn;Batman, Guardians of the Galaxy vs. Catwoman;$4000
Little Italy, Manhattan;Cyborg, Robin, Shadow vs. Calendar Man, Elektra, Hal Jordan, Hawkgirl, Incredible Hulk, Krypta, Spider-Man, Superman, Tiger, Zatara;$11000
Brooklyn Heights, Brooklyn;Ant-Man, Asterix, Batwoman, Blue Beetle, Bruce Wayne, Captain America, Ghost Rider, Guardians of the Galaxy, Marvelman, Shining Knight, X-Men vs. Avengers, Black Panther, Bronze Tiger, Daredevil, Defenders, Doctor Strange, Lagoon Boy, Plastic Man, Superman;$14000
Park Slope, Brooklyn;Agent Liberty vs. Conan the Barbarian, Marvelman, Plastic Man, Power Girl, Sub-Mariner, Wolverine;$2000
Brooklyn Heights, Brooklyn;Agent Liberty vs. Atom, Superman;$2000
Hell's Kitchen, Manhattan;Batwoman, Vixen vs. Aquaman, Green Arrow, Incredible Hulk, Marvelman, Ozymandias, Raven, Ray, Rocketeer, Zatanna;$8000
Koreatown, Manhattan;Ant-Man, Batgirl, Black Canary, Guardians of the Galaxy, Red Arrow, Robin, Supergirl vs. Agent Liberty, Aquaman, Batman, Batwoman, Defenders, Elektra, Mr. Terrific, Teenage Mutant Ninja Turtles, Zatara;$24000
Little Italy, Manhattan;Animal Man, Atom, Bruce Wayne, Comedian, Damian Wayne vs. Blue Beetle, Captain America, Cassandra Cain, Catwoman, Conan the Barbarian, Doctor Strange, Marvelman, Superman, Vixen, Zatanna;$15000
Greenpoint, Brooklyn;Avengers, Dick Grayson, Sub-Mariner vs. Arsenal, Asterix, Hawkeye, Ridder;$2000
Nolita, Manhattan;Elektra, Green Lantern, Kid Flash, Robin, Teenage Mutant Ninja Turtles vs. Guardians of the Galaxy, Vixen;$5000
East Village, Manhattan;Captain Metropolis, Conan the Barbarian, Defenders, Ghost Rider, Mr. Terrific, Orin, Silk Spectre, Spider-Man, Wolverine vs. Agent Liberty, Asterix, Avengers, Black Panther, Thor;$32000
Gramercy Park, Manhattan;Aquaman, Avengers, Marvelman, Plastic Man, Raven, Shadow, Superman vs. Iron Fist;$7000
Midtown, Manhattan;Black Canary, Bruce Wayne, Elektra vs. Ant-Man;$6000
Washington Heights, Manhattan;Jonah Hex, Robin vs. Azrael, Captain Metropolis, Incredible Hulk, Lagoon Boy, Plastic Man, Superman;$10000
Williamsburg, Brooklyn;Captain America, Owlman, Superman vs. Ant-Man, Defenders, Raven, Starfire;$2000
Flatbush, Brooklyn;Captain Marvel, Ozymandias, Rocket Red vs. Aquaman, Black Panther, Booster Gold, Constantin, Guardians of the Galaxy, Jericho, Orin, Owlman;$1000
Sunset Park, Brooklyn;Asterix, Conan the Barbarian vs. Kyle Rayner;$5000
Tribeca, Manhattan;Atom, Batman, Bruce Wayne, Daredevil, Defenders, Hawkeye, Phantom Lady, Ridder, Zatanna vs. Ant-Man, Aquaman, Black Panther, Booster Gold, Captain America, Iron Fist, Mas y Menos;$10000
Brooklyn Heights, Brooklyn;Hawkeye, Rocket Red vs. Captain Marvel, Marvelman, Sub-Mariner;$0
Castle Hill, Bronx;Ant-Man, Batman, Black Canary, Black Panther, Doc Savage, Elektra, Green Lantern vs. Rocketeer;$12000
Nolita, Manhattan;Zatanna vs. Agent Liberty, Kamandi, X-Men;$6000
Castle Hill, Bronx;Defenders, Supergirl vs. Guardians of the Galaxy, Hawkeye, S.T.R.I.P.E., Spider-Man, Wasp;$15000
Upper East Side, Manhattan;Robin vs. Agent Liberty, Batman, Black Panther, Bruce Wayne, Cassandra Cain, Catwoman, Krypta, Lagoon Boy, Mary Marvel, Miss Martian, Plastic Man, Ridder, Starfire, Thor, Vixen, Zatanna;$0
Brooklyn Heights, Brooklyn;Atom, Batman, Captain Marvel vs. Animal Man, Catwoman, Ghost Rider, Karate Kid, Silk Spectre, Teenage Mutant Ninja Turtles;$7000
Crown Heights, Brooklyn;Shadow vs. Beast Boy, Conan the Barbarian, Starfire, Teenage Mutant Ninja Turtles;$0
Greenpoint, Brooklyn;Power Girl vs. Conan the Barbarian, Wolverine;$0
Upper East Side, Manhattan;Batgirl vs. Wonder Woman;$1000
Roosevelt Island, Manhattan;Ant-Man, Green Arrow, Huntress, Incredible Hulk, Orin, Raven, Robin, Supergirl, Superman vs. Bruce Wayne, Ghost Rider, Mr. Terrific;$5000
Koreatown, Manhattan;Ozymandias, Rocketeer, Sub-Mariner vs. Black Panther;$5000
Union Square, Manhattan;Doctor Strange, Hawkeye vs. Catwoman, Raven;$4000
Park Slope, Brooklyn;Atom, Sub-Mariner vs. Supergirl;$0
Castle Hill, Bronx;Rocketeer vs. Robin, Shadow, Teenage Mutant Ninja Turtles;$0
Gramercy Park, Manhattan;Asterix, Batwoman, Black Canary, Calendar Man, Constantin, Green Lantern, Ice, Impulse, Jonah Hex, Mas y Menos, Nightwing, Wolverine vs. Ant-Man, Firestorm, Lagoon Boy, Martian Manhunter;$2000
Gramercy Park, Manhattan;Incredible Hulk, V vs. Avengers, Aztec, Supergirl;$7000
Greenpoint, Brooklyn;Avengers, Captain America, X-Men vs. Superman;$4000
East Village, Manhattan;Animal Man, Ant-Man, Green Lantern, Mr. Terrific, Orin, Wasp vs. Jonah Hex, Star-Spangled Kid;$5000
Lenox Hill, Manhattan;Ant-Man vs. Cyborg, Thor, Wolverine;$3000
SoHo, Manhattan;Black Canary, Ghost Rider, Karate Kid, Krypta vs. Conan the Barbarian, Constantin, Judomaster, Zatanna;$6000
Gramercy Park, Manhattan;Aquaman, Marvelman vs. Teenage Mutant Ninja Turtles;$1000
Jamaica, Queens;Aquaman, Rocketeer, Superman, Teenage Mutant Ninja Turtles, Vigilante, X-Men vs. Animal Man, Aztec, Black Canary, Captain America, Gypsy, Plastic Man;$5000
Little Italy, Manhattan;Ant-Man vs. Atom;$0
Brooklyn Heights, Brooklyn;Rocketeer vs. Conan the Barbarian, Raven, Spider-Man, Superman;$8000
Lenox Hill, Manhattan;Avengers, Booster Gold, Elektra, Green Lantern, Mr. Terrific, Nightwing, Orin, Rorschach, V, Watchmen vs. Atom, Captain America, Shadow, Sub-Mariner, Vixen, X-Men;$17000
Upper West Side, Manhattan;Elektra, Hawkgirl vs. Calendar Man;$4000
Upper West Side, Manhattan;Thor vs. Ghost Rider, Wasp;$1000
Park Slope, Brooklyn;Aquaman, Zatara vs. Fire, Kid Flash, Marvelman, Owlman, Tiger, Tim Drake;$6000
Upper East Side, Manhattan;Catwoman, Elektra, Moth Man, Vixen vs. Asterix, Atom, Guy Gardner, Robin, Shadow, Zatanna;$15000
Lenox Hill, Manhattan;Avengers, Batman, Ozymandias vs. Rocket;$13000
Jamaica, Queens;Ant-Man, Avengers, Batman, Cassandra Cain, Marvelman, S.T.R.I.P.E., Wasp, Zatanna, Zatara vs. Black Canary, Catwoman, Iron Man;$8000
Gramercy Park, Manhattan;Black Panther vs. Hal Jordan, Iron Fist;$0
Nolita, Manhattan;Hawkeye, Kid Flash, Ray, Static Shock vs. Elektra, Miss Martian, Wasp;$3000
Koreatown, Manhattan;Incredible Hulk, Iron Man, Teenage Mutant Ninja Turtles vs. Daredevil;$8000
Belmont, Bronx;Aquaman, Iron Man, Kate Spencer, Ozymandias vs. Elektra, Lagoon Boy, Miss Martian, Robin;$8000
Washington Heights, Manhattan;Iron Fist, Judomaster, Lagoon Boy, Marvelman vs. Firestorm;$3000
Meatpacking District, Manhattan;Aquaman, Green Arrow, Marvelman, Poison Ivy, Superman, Teenage Mutant Ninja Turtles vs. Ozymandias;$18000
Chinatown, Manhattan;Ghost Rider vs. Orin;$0
Koreatown, Manhattan;Aquaman, Atom, Elektra, Green Arrow, Marvelman, Zatanna vs. Agent Liberty, Animal Man, Arsenal, Batman, Booster Gold, Calendar Man, Captain America, Cassandra Cain, Catwoman, Damian Wayne, Doctor Strange, Impulse, Iron Fist, Plastic Man, Rocketeer, Superman, V, Wasp, X-Men;$33000
Long Island City, Queens;Ant-Man, Atom, Watchmen vs. Jonah Hex, Karate Kid;$0
Downtown Brooklyn, Brooklyn;Batman vs. Plastic Man;$1000
Morningside Heights, Manhattan;Captain America, Incredible Hulk, Karate Kid, Owlman, Stephanie Brown, Zatanna vs. Arsenal, Batgirl, Doctor Strange;$3000
Long Island City, Queens;Batgirl vs. Defenders, Jericho, Superman;$0
Flatbush, Brooklyn;Batman, Spider-Man vs. Teenage Mutant Ninja Turtles;$3000
Flatiron District, Manhattan;Mas y Menos, Vixen vs. Captain America, Captain Metropolis, Ghost Rider, Judomaster, Nightwing;$13000
Castle Hill, Bronx;Asterix vs. Spider-Man;$0
Washington Heights, Manhattan;Batwoman, Incredible Hulk, Lagoon Boy vs. Agent Liberty, Captain America, Kamandi;$4000
Brooklyn Heights, Brooklyn;Batgirl, Conan the Barbarian, Daredevil, Green Arrow, Plastic Man vs. Kate Spencer;$8000
Roosevelt Island, Manhattan;Dollar Bill, Hawkeye, Ozymandias, V vs. Cyborg, Iron Man, Owlwoman, Ridder;$3000
Castle Hill, Bronx;Batgirl, Batman, Marvelman, Oracle vs. Aquaman;$1000
Lenox Hill, Manhattan;Batwoman, Catwoman, Iron Man vs. Aztec, Judomaster;$18000
Long Island City, Queens;Robin, Zatanna vs. Atom, Rorschach;$6000
Bushwick, Brooklyn;Asterix, Hawkeye, Nightwing, Tiger vs. Animal Man, Lagoon Boy, Superman, Zatanna;$0
Flatbush, Brooklyn;Captain Marvel, Conan the Barbarian, Ghost Rider vs. Superman;$2000
Chinatown, Manhattan;Conan the Barbarian vs. Elektra, Thor;$7000
Riverdale, Bronx;Atom, Orin, Raven, Supergirl vs. Black Canary, Elektra, Hawkeye, Kamandi, Kate Spencer, Plastic Man, Rocket, Rocketeer;$5000
Long Island City, Queens;Green Arrow, Nightwing, Rocketeer vs. Ant-Man, Batman, Watchmen;$6000
Belmont, Bronx;Rocketeer, Wasp vs. Ant-Man, Captain America, Conan the Barbarian, Incredible Hulk, Ridder, Spider-Man;$2000
Greenpoint, Brooklyn;Defenders vs. Avengers;$3000
Jamaica, Queens;Asterix vs. Atom;$0
Downtown Brooklyn, Brooklyn;Gypsy, Incredible Hulk, Supergirl vs. John Stewart, Mas y Menos;$2000
Harlem, Manhattan;Batwoman, Terry McGinnis, Wasp vs. Animal Man, Ant-Man, Arsenal, Avengers, Black Canary, Black Panther, Captain America, Cyborg, Defenders, Flash, Gangbuster, Gypsy, Hawkeye, Misfit, Ozymandias, Thor, V, Zatanna;$9000
Nolita, Manhattan;Aquaman, Black Canary, Doc Savage, Guardians of the Galaxy, Hank Hall, Owlman, Sub-Mariner, Wasp vs. Judomaster;$7000
Port Morris, Bronx;Huntress vs. Black Panther;$4000
Castle Hill, Bronx;Ant-Man, Batgirl, Black Panther, Catwoman, Defenders, Gypsy, Misfit, Owlwoman, Ozymandias, Plastic Man, Ridder, Robin, Supergirl, Wonder Woman vs. Atom;$2000
Gramercy Park, Manhattan;Teenage Mutant Ninja Turtles vs. Hawkeye;$1000
Morningside Heights, Manhattan;Lagoon Boy, Robin, S.T.R.I.P.E., Wasp vs. Guardians of the Galaxy, Starfire, Teenage Mutant Ninja Turtles;$2000
Midtown, Manhattan;Animal Man, Atom, Captain Metropolis, Vixen vs. Batgirl, Ghost Rider, Kate Spencer, Owlwoman;$12000
Flatiron District, Manhattan;Marvelman vs. Lagoon Boy, Wonder Woman;$1000
Chinatown, Manhattan;Asterix, Avengers, Kid Flash, Wasp vs. Catwoman, Superman;$2000
Castle Hill, Bronx;Avengers, Elektra, Mr. Terrific, Raven vs. Batgirl, Bronze Tiger, Superman;$7000
Midtown, Manhattan;Superman vs. Avengers, Ghost Rider, Iron Man, Terry McGinnis;$5000
Bushwick, Brooklyn;Asterix, Black Canary, Conan the Barbarian, Defenders, Hal Jordan, Supergirl, Thor vs. Batgirl, Batman, Hawkeye, Incredible Hulk, Raven, Superman;$8000
Little Italy, Manhattan;Captain America vs. Ant-Man, Atom, Captain Marvel, Ghost Rider, Hawkgirl;$3000
Morningside Heights, Manhattan;Animal Man, Avengers, Black Canary, Doctor Strange, Firestorm, Robin, Tiger, V vs. Captain Marvel, Conan the Barbarian, Defenders, Phantom Lady, Teenage Mutant Ninja Turtles, Wolverine, X-Men;$12000
East Harlem, Manhattan;Asterix, Poison Ivy vs. Batwoman;$0
Washington Heights, Manhattan;Doctor Strange vs. Agent Liberty, Fire, Guardians of the Galaxy, Jonah Hex, Karate Kid, Krypta, Poison Ivy;$14000
Williamsburg, Brooklyn;Batman, Judomaster, Teenage Mutant Ninja Turtles vs. Black Canary, Catwoman, Marvelman, Vixen;$9000
East Village, Manhattan;Daredevil vs. Agent Liberty, Iron Man, Jonah Hex, Marvelman, Wonder Woman;$10000
Meatpacking District, Manhattan;Asterix, Captain America, Incredible Hulk, Starfire vs. Plastic Man;$0
Flatbush, Brooklyn;Aquaman, Captain Marvel, Kate Spencer, Kid Flash, Orin, Owlman, Ozymandias, Raven, Robin, V, Wolverine, Zatara vs. Fire;$18000
Greenpoint, Brooklyn;Black Canary, Calendar Man, Captain Metropolis vs. Incredible Hulk, Kid Flash, Superman;$11000
Morningside Heights, Manhattan;Kid Flash, Wolverine vs. Black Canary, Supergirl;$6000
Jamaica, Queens;Agent Liberty, Ant-Man, Hal Jordan vs. Batgirl, Ghost Rider, Kamandi, V;$0
DUMBO, Brooklyn;Misfit, Supergirl, Wolverine vs. Captain America, Jonah Hex, Wonder Woman;$1000
Astoria, Queens;Cassandra Cain, Cyborg, Defenders vs. Atom, Bruce Wayne;$4000
Midtown, Manhattan;Doc Savage, Karate Kid, Marvelman, Robin vs. Animal Man, Captain America, Green Lantern, Iron Man, Miss Martian, Wasp;$7000
Morningside Heights, Manhattan;Wasp, Wolverine, X-Men vs. Avengers, Guardians of the Galaxy, Karate Kid, Zatanna;$6000
Washington Heights, Manhattan;Marvelman vs. Animal Man, Black Canary, Conan the Barbarian, Stephanie Brown;$3000
Flatbush, Brooklyn;Stephanie Brown vs. Bronze Tiger, Captain Marvel, Elektra, Iron Man, Kid Flash, Mr. Terrific, Owlwoman, Robin, Supergirl;$12000
Greenpoint, Brooklyn;Booster Gold, Marvelman, Starfire, Teenage Mutant Ninja Turtles vs. Batgirl, Doctor Strange, Guardians of the Galaxy;$7000
Nolita, Manhattan;Gypsy, Iron Fist vs. Black Canary, Stephanie Brown, Superman, Wildcat;$0
Washington Heights, Manhattan;Marvelman, Ozymandias, Supergirl vs. Zatanna;$0
Morningside Heights, Manhattan;Superman vs. Asterix, Batman, Beast Boy, Tiger, V, Zatara;$9000
Park Slope, Brooklyn;Calendar Man, Orin, Owlman, Rocket, Teenage Mutant Ninja Turtles, Zatara vs. Black Canary, Elektra, Iron Fist, Marvelman;$0
Gramercy Park, Manhattan;Hal Jordan, Hawkgirl, Krypta vs. Bronze Tiger, Conan the Barbarian, Daredevil, Huntress, Marvelman, Wonder Girl;$0
Castle Hill, Bronx;Wolverine vs. Katana, Spider-Man;$5000
Lenox Hill, Manhattan;Aisha, Defenders, Fire, Incredible Hulk, Teenage Mutant Ninja Turtles vs. Captain America;$1000
SoHo, Manhattan;Agent Liberty, Lagoon Boy, X-Men vs. Atom, Captain America, Captain Marvel, Huntress, Supergirl;$14000
Morningside Heights, Manhattan;Batwoman, Kate Spencer vs. Batman, Watchmen;$0
SoHo, Manhattan;Karate Kid vs. Ant-Man, Ghost Rider, Plastic Man, Rocketeer, Supergirl, Vixen, Watchmen, Wonder Woman, Zatanna;$4000
Meatpacking District, Manhattan;Agent Liberty, Black Panther, Calendar Man, Catwoman, Huntress, Nightwing, Rocketeer, Starfire vs. Wasp;$8000
Flatbush, Brooklyn;Ant-Man, Cassandra Cain, Hal Jordan vs. Aztec, Black Panther, Robin, Supergirl;$6000
Nolita, Manhattan;Black Canary, Hellboy, Starfire, Wasp vs. Miss Martian;$4000
Upper East Side, Manhattan;Aztec, Black Panther vs. Beast Boy, Black Canary, Damian Wayne, Gangbuster, Green Lantern, Lagoon Boy, Teenage Mutant Ninja Turtles, Wasp, Wonder Woman;$43000
Castle Hill, Bronx;Flash, Nightwing, Owlman vs. Kid Flash, Mas y Menos, Robin, Rocketeer, Wasp, Watchmen;$26000
Belmont, Bronx;Agent Liberty, Batgirl, Batwoman, Doctor Strange, Ghost Rider, Hal Jordan, Krypta, Ozymandias vs. Black Canary, Bronze Tiger, Captain America, Orin, X-Men;$10000
Williamsburg, Brooklyn;Aisha, Ridder vs. Atom, Atom Smasher, Daredevil, Doctor Strange, Iron Man, Lagoon Boy, Spider-Man, Stephanie Brown, X-Men;$5000
Koreatown, Manhattan;Conan the Barbarian vs. Doctor Strange, Incredible Hulk, Krypta, Phantom Lady;$3000
Nolita, Manhattan;Captain America, Incredible Hulk, Mr. Terrific vs. John Stewart;$2000
Upper West Side, Manhattan;Arsenal, Avengers, Batgirl, Batman, Catwoman, Conan the Barbarian, Guardians of the Galaxy, Huntress, Marvelman, Mr. Terrific, Orin, Ozymandias, Plastic Man, Shining Knight, Teenage Mutant Ninja Turtles, Vixen, Wolverine, Zatanna, Zatara vs. Black Panther, Damian Wayne, Krypta, Rocketeer;$23000
Chinatown, Manhattan;Ant-Man, Plastic Man, Wasp, Wonder Woman vs. Black Panther, Daredevil, Ghost Rider, Mary Marvel, Robin, Rocket Red, Wolverine;$18000
Little Italy, Manhattan;Ozymandias vs. Black Canary, Kamandi, Mr. Terrific, Raven;$0
Long Island City, Queens;Kid Flash, Superman, Watchmen, Zatanna vs. Atom, Batwoman, Blue Beetle, Catwoman, Lagoon Boy, Ozymandias;$8000
Morningside Heights, Manhattan;Green Lantern vs. Nightwing, Ozymandias;$2000
Meatpacking District, Manhattan;Atom, Aztec, Bronze Tiger, Damian Wayne, Incredible Hulk, Nightwing, Rocketeer, V vs. Artemis, Catwoman, Flash;$1000
Nolita, Manhattan;Orin vs. Dollar Bill, Iron Man, Teenage Mutant Ninja Turtles;$3000
Park Slope, Brooklyn;Batgirl, Elektra, Owlman, Power Girl, S.T.R.I.P.E., Static Shock, Zatanna vs. Animal Man, Asterix, Daredevil, Kate Spencer, Starfire;$14000
Chelsea, Manhattan;Asterix, Batman, Guardians of the Galaxy, Gypsy, Kamandi, Owlwoman, Rocketeer, Spider-Man vs. Avengers, Mary Marvel, Teenage Mutant Ninja Turtles;$5000
Koreatown, Manhattan;Asterix vs. Raven, Shadow;$1000
Meatpacking District, Manhattan;Atom, Defenders, Flash, Nightwing, Thor, V, Wolverine vs. Black Panther, Supergirl;$8000
Lenox Hill, Manhattan;Aquaman, Asterix, Defenders, Marvelman vs. Black Canary, Captain Marvel, Elektra, Green Lantern, Hank Hall, Incredible Hulk, Iron Man, Pantha, Sub-Mariner;$15000
Koreatown, Manhattan;Black Canary, Ghost Rider vs. Ant-Man;$1000
Greenpoint, Brooklyn;Terry McGinnis vs. Captain Marvel, Ghost Rider, Sub-Mariner;$5000
Lenox Hill, Manhattan;Arsenal, Green Arrow vs. Aquaman, Teenage Mutant Ninja Turtles, Zatanna;$6000
Chinatown, Manhattan;Catwoman, Green Lantern vs. Robin, Rocketeer;$3000
Meatpacking District, Manhattan;Atom, Elektra, Gangbuster, Green Arrow, Iron Fist, Kid Flash, Mas y Menos, Plastic Man, Superman vs. Iron Man;$21000
Nolita, Manhattan;Animal Man, Defenders, Teenage Mutant Ninja Turtles vs. Plastic Man, Supergirl;$2000
Tribeca, Manhattan;Green Arrow, Hawkeye, Orin, Ray, Superman, Wolverine vs. Atom, Batwoman;$4000
Gramercy Park, Manhattan;Plastic Man vs. Asterix, Black Panther, Doc Savage, Doctor Strange, Sub-Mariner;$18000
Little Italy, Manhattan;Agent Liberty, Ant-Man, Gypsy vs. Supergirl;$3000
SoHo, Manhattan;Catwoman vs. Avengers, Batman, Ghost Rider, Guardians of the Galaxy, Iron Man, X-Men;$7000
