Location;Participants;Cost
Kashyyyk, The Empire;Captain Panaka, Rogue Squadron vs. Captain Rex, Del Meeko, Echuu Shen-Jon, Jango Fett, Longo Two-Guns, Mace Windu, Watchmen;$0
Kashyyyk, The Empire;Jas Emari vs. Cliegg Lars, Finn;$1000
Tatooine, Manhattan;Cassian Andor, Echuu Shen-Jon, Finn, Leia Organa vs. Commander Wolffe, FX-7, Mace Windu, Wolverine;$2000
Bespin, Rebel Alliance;2-1B, Feral, Gungi, Luke Skywalker, Rukh, Shu Mai, Watchmen, X-Men vs. Admiral Gial Ackbar, BT-1, Korr Sella, Mina Bonteri;$0
Naboo, The Empire;Boba Fett, Captain Gregor, Pablo-Jill vs. 2-1B, Bazine Netal, Chewbacca, General Maximilian Veers, Jango Fett, Nien Nunb, Quarrie, Shmi Skywalker;$6000
Scarif, Manhattan;Cad Bane, Ody Mandrell vs. Admiral Conan Antonio Motti, Barriss Offee, Boba Fett, Darth Plagueis, Lieutenant Watts, Luke Skywalker, Mister Bones, Rogue Squadron, Shaak Ti, Warlug;$14000
Yavin, Manhattan;Jango Fett, Jubnuk, Padmé Amidala, Rako Hardeen vs. Bo-Katan Kryze;$1000
Dathomir, Rebel Alliance;Royal Guard vs. Che Amanwe Papanoida;$1000
Naboo, The Empire;4-LOM, Avengers, Captain Phasma, Cassian Andor, Chewbacca, Cordé, Gavyn Sykes, Iron Man, Jango Fett, Karina the Great, Longo Two-Guns, Meena Tills, X-Men vs. Chief Chirpa, Even Piell, General Crix Madine, Poe Dameron, R2-KT, Ruwee Naberrie;$16000
Umbara, Manhattan;Gungi vs. Captain Lorth Needa, Captain Phasma, Gardulla the Hutt, Gavyn Sykes, Kylo Ren, Mace Windu, Rey, Romba;$13000
Endor, Rebel Alliance;Avengers, Commander Bly, Jyn Erso, Qui-Gon Jinn vs. Kylo Ren;$3000
Kashyyyk, The Empire;Admiral Gial Ackbar, Avengers vs. Captain Roos Tarpals, Yoda;$0
Geonosis, The Empire;Barada, Bazine Netal, Bo-Katan Kryze, Captain Phasma, Chirrut Îmwe, Huyang, Romba, Salacious B. Crumb vs. Joh Yowza;$4000
Lothal, The Empire;Anakin Skywalker, R2-D2, Watchmen vs. Longo Two-Guns;$3000
Kashyyyk, The Empire;Agen Kolar, Captain Phasma, Che Amanwe Papanoida, Dr. Cylo, Lieutenant Watts, Luke Skywalker, Rune Haako, Watchmen, Wedge Antilles vs. Count Dooku, Poggle the Lesser, Wuher;$5000
Kashyyyk, The Empire;Ahsoka Tano, Berch Teller, Lieutenant Thire, Taun We, Watchmen vs. Baze Malbus, Boba Fett;$8000
Yavin, Manhattan;8D8, Ahsoka Tano, Echuu Shen-Jon, Ellé, Joclad Danva, Obi-Wan Kenobi, Shmi Skywalker vs. Admiral Gial Ackbar, Agen Kolar, Kylo Ren, Salacious B. Crumb, Wicket W. Warrick;$1000
Subterrel, Manhattan;Dormé vs. Cliegg Lars, Darth Maul, The Bendu;$0
Yavin, Manhattan;Alton Kastle, BT-1, Black Krrsantan, Greedo, Han Solo, Iron Man, Joh Yowza, Lieutenant Watts, Luke Skywalker, Nien Nunb, Tion Medon, Zuckuss vs. Baron Papanoida, Chewbacca, Jan Dodonna, Rappertunie;$1000
Onderon, Manhattan;Avengers vs. Leia Organa;$0
Nal Hutta, The Empire;Inquisitors, Jobal Naberrie, Ree-Yees vs. Berch Teller, C-3PO, Captain Lorth Needa, Commander Fox, Daultay Dofine, Iron Man, Orson Krennic, R2-Q5, Sly Moore, Thane Kyrell;$22000
Yavin, Manhattan;Cordé, Dormé, Embo, Klaatu, Leia Organa, Moteé, Nute Gunray, Oola, R2-D2 vs. Ketsu Onyo, Palpatine;$15000
Hell's Kitchen, Manhattan;Captain Phasma, Eli Vanto, Grand Admiral Thrawn, Karina the Great, Leia Organa, Sarkli vs. Shu Mai;$3000
Geonosis, The Empire;Barada, Clone Trooper Tup, Darth Maul, Jan Dodonna, Leia Organa, Max Rebo, Sarkli vs. Aiolin and Morit Astarte, BT-1, Bodhi Rook, Ezra Bridger, Lieutenant Thire, Obi-Wan Kenobi, Quinlan Vos;$26000
Mon Cala, The Empire;Avengers, Obi-Wan Kenobi vs. Bazine Netal, Captain Phasma, Han Solo;$1000
Kashyyyk, The Empire;Captain Lorth Needa, Cassian Andor, Coleman Kcaj, Depa Billaba vs. Lieutenant Thire, Palpatine, Wollivan;$2000
Hosnian Prime, The Empire;Kylo Ren, Malé-Dee, Moff Tiaan Jerjerrod, Ruwee Naberrie, Wedge Antilles vs. Adi Gallia, BT-1, FN-2199, Greedo, Jan Dodonna, Lieutenant Thire, Rogue Squadron, Wolverine;$9000
Kamino, The Empire;Admiral Kendal Ozzel, Cordé, Garindan, Malé-Dee, Romba, San Hill, Shu Mai vs. Finn, Greer Sonnel, Taun We;$6000
Alderaan, Rebel Alliance;Admiral Gial Ackbar, Barada, Brendol Hux, Dormé, Mawhonic, Poe Dameron, Quarrie, Shmi Skywalker, Wedge Antilles, Wolverine vs. Pharl McQuarrie, R5-D4, Wittin;$14000
Dagobah, Rebel Alliance;Ben Quadinaros, Moradmin Bast, Padmé Amidala, Warlug, Wedge Antilles vs. Avengers;$1000
Nal Hutta, The Empire;Malé-Dee vs. Avengers, Commander Bly, Commander Wolffe, Romba;$8000
Hosnian Prime, The Empire;Alton Kastle, Avengers, Commander Bly, Jas Emari vs. Boba Fett, General Maximilian Veers, Gungi, Ponda Baba;$11000
Yavin, Manhattan;8D8, Leia Organa, Sifo-Dyas vs. Saw Gerrera;$13000
Bespin, Rebel Alliance;Ben Quadinaros, Jobal Naberrie, Joclad Danva, Kaydel Ko Connix, Kylo Ren, Padmé Amidala, Pong Krell, Quarrie, Sana Starros vs. Eli Vanto, Han Solo, Rush Clovis;$0
Subterrel, Manhattan;Clone Trooper Tup, R2-KT vs. Ketsu Onyo, Lux Bonteri, Wolverine;$5000
Hosnian Prime, The Empire;Captain Roos Tarpals, Cliegg Lars, Han Solo, Luke Skywalker, Oppo Rancisis, Watchmen vs. Rorschach;$4000
Kashyyyk, The Empire;General Maximilian Veers, R2-D2 vs. Saché;$5000
Endor, Rebel Alliance;Ahsoka Tano, Inspector Thanoth, Wedge Antilles vs. Greedo, Jango Fett, Jobal Naberrie, Jyn Erso, Kit Fisto;$4000
Concord Dawn, Rebel Alliance;Chewbacca, Chirrut Îmwe, Greedo, Kaydel Ko Connix, Meena Tills, San Hill, Shu Mai, Taun We vs. Rey;$5000
Coruscant, Rebel Alliance;Finn, Ketsu Onyo vs. Inquisitors, Lando Calrissian, Leia Organa, R2-D2, Savage Opress, Shara Bey;$20000
Mandalore, The Empire;Gungi vs. Ransolm Casterfo;$3000
Hosnian Prime, The Empire;Rako Hardeen, Shara Bey vs. Yaddle;$0
Yavin, Manhattan;Bo-Katan Kryze, Grand Admiral Thrawn, Max Rebo, Teedo vs. Ezra Bridger;$11000
Kamino, The Empire;BB-8, Biggs Darklighter, Dr. Nuvo Vindi, Finn, Inquisitor: Fifth Brother, Kylo Ren, Wuher vs. Dexter Jettster;$2000
Tatooine, Manhattan;C-3PO, Chirrut Îmwe vs. Alton Kastle, Commander Fox, Embo, Lieutenant Watts, R2-D2, Yoda;$2000
Kamino, The Empire;Avengers, Captain Jeremoch Colton, R3-S6 vs. Teedo;$2000
Bespin, Rebel Alliance;Bossk, General Crix Madine, Maz Kanata, Moff Tiaan Jerjerrod, R2-KT vs. Sifo-Dyas;$6000
Coruscant, Rebel Alliance;Alton Kastle, Chewbacca, Commander Fox, Commander Wolffe, Kanan Jarrus, Orson Krennic vs. Mother Talzin;$24000
Yavin, Manhattan;Che Amanwe Papanoida, Han Solo, Moff Tiaan Jerjerrod, Palpatine, Sarkli vs. 2-1B, Bazine Netal, Bren Derlin, General Crix Madine, Quarrie, Rey;$10000
Scarif, Manhattan;Rey vs. Iron Man, Oola, Sarkli;$3000
Hosnian Prime, The Empire;Hera Syndulla, Qui-Gon Jinn vs. Jyn Erso, San Hill;$3000
Corellia, Rebel Alliance;Darth Maul vs. Agent Kallus, Bazine Netal, Rukh, Sora Bulq;$2000
Nal Hutta, The Empire;Inspector Thanoth vs. Baze Malbus, Chirrut Îmwe;$1000
Onderon, Manhattan;Iron Man vs. Watto;$1000
Concord Dawn, Rebel Alliance;Almec, Grand Admiral Thrawn vs. Avengers, Bazine Netal, Commander Bly, Klaatu, Padmé Amidala, Rorschach;$9000
Concord Dawn, Rebel Alliance;Admiral Kendal Ozzel, Alton Kastle, IG-88, Moff Tiaan Jerjerrod, Salacious B. Crumb, Sifo-Dyas, Teebo, Tulon Voidgazer vs. Luminara Unduli;$23000
Bespin, Rebel Alliance;Han Solo, Leia Organa vs. Avengers, Moff Delian Mors;$1000
Kashyyyk, The Empire;Boss Rugor Nass, Jango Fett, Lieutenant Watts, Luke Skywalker, Moff Delian Mors, Plo Koon, Poe Dameron, Rogue Squadron, Tulon Voidgazer vs. Avengers, Chewbacca, FX-7, General Crix Madine, General Maximilian Veers, R2-D2, Sabine Wren, Teedo;$2000
Hell's Kitchen, Manhattan;Dexter Jettster, Sola Naberrie vs. Avengers, BB-8, Chirrut Îmwe, Dengar, Ketsu Onyo, Longo Two-Guns, Luke Skywalker;$11000
Dagobah, Rebel Alliance;Baze Malbus, C-3PO, Eneb Ray, Ezra Bridger, Feral, Finn, Kaydel Ko Connix, Kylo Ren, Lott Dod, San Hill, Thor vs. Ebe E. Endocott, Krayn, Leia Organa, Onaconda Farr, Wolverine;$0
Concord Dawn, Rebel Alliance;Chewbacca vs. Cordé, Doctor Cornelius, Mister Bones, Obi-Wan Kenobi, Po Nudo Paul, Sergeant Kreel, Wedge Antilles;$19000
Yavin, Manhattan;Cordé, Mawhonic, Rorschach, Thor vs. R5-J2, Saelt-Marae;$4000
Onderon, Manhattan;Cassian Andor vs. Admiral Conan Antonio Motti, Admiral Firmus Piett, Captain Phasma, Captain Roos Tarpals, Che Amanwe Papanoida, Chirrut Îmwe, Count Dooku, Daultay Dofine, Dengar, Garazeb Orrelios, Has Obbit, IG-88, Inquisitor: Eighth Brother, Iron Man, Jobal Naberrie, Lyn Me, Malé-Dee, Meena Tills, Ponda Baba, Quarrie, Queen Apailana, Royal Guard, Teedo, Wolverine, X-Men;$27000
Concord Dawn, Rebel Alliance;Admiral Trench, Baze Malbus, Darth Maul, Embo, Inquisitor: Sixth Brother, Jar Jar Binks, Jas Emari, K-2SO, Leia Organa vs. Mawhonic, Padmé Amidala, Wolverine, Yané;$7000
Coruscant, Rebel Alliance;Wullf Yularen vs. Mawhonic;$0
Dantooine, Rebel Alliance;Palpatine, Queen Miraj Scintel, Wolverine vs. Max Rebo, Mother Talzin, Oppo Rancisis, Quarrie, Quinlan Vos;$0
Kashyyyk, The Empire;AP-5, Avengers, Padmé Amidala, R5-J2 vs. Luminara Unduli;$9000
Concord Dawn, Rebel Alliance;Arvel Crynyd, Bren Derlin, C-3PO, Chewbacca, Echuu Shen-Jon, Ima-Gun Di, Luke Skywalker, Rako Hardeen, Tarfful, Tessek, Yané vs. Queen Apailana;$18000
Lothal, The Empire;Admiral Gial Ackbar, Avengers, Cad Bane, Captain Phasma, Dormé, Ezra Bridger, Klaatu, Obi-Wan Kenobi, Salacious B. Crumb, Shu Mai, Sora Bulq vs. Alton Kastle, Leia Organa, Thor;$2000
Onderon, Manhattan;Dr. Nuvo Vindi, Luke Skywalker, Pong Krell, Yaddle vs. Cliegg Lars, Rae Sloane, Rogue Squadron, San Hill;$12000
Kashyyyk, The Empire;Riff Tamson vs. Bodhi Rook, Morley;$1000
Jedha, The Empire;Count Dooku, Inquisitors, Rogue Squadron, Xamuel Lennox vs. Teedo, Wedge Antilles;$3000
Lothal, The Empire;Leia Organa vs. 2-1B, Jango Fett;$1000
Kashyyyk, The Empire;Chewbacca, Lando Calrissian, Po Nudo Paul vs. 2-1B, Cliegg Lars, Ebe E. Endocott, Jan Dodonna, Joclad Danva;$12000
Yavin, Manhattan;AP-5, Armitage Hux, Captain Phasma vs. Berch Teller, Dapp, Oppo Rancisis, R2-KT;$1000
Scarif, Manhattan;Ezra Bridger, Rogue Squadron vs. Cliegg Lars, Mama the Hutt, Moteé;$8000
Yavin, Manhattan;4-LOM, Avengers, Gungi, Oppo Rancisis, Ric Olié, Wat Tambor vs. Boba Fett, Quinlan Vos, Wuher;$10000
Concord Dawn, Rebel Alliance;Avengers vs. Mon Mothma, Oola, Romba;$10000
Mustafar, The Empire;Dormé, Jango Fett, Nien Nunb, Ona Nobis vs. Alton Kastle, Avengers, Gungi, Jas Emari, Kylo Ren, Longo Two-Guns, Lumat, Malé-Dee, Mon Mothma, Moradmin Bast;$13000
Concord Dawn, Rebel Alliance;Ahri Raas, Gallius Rax, Krayn, Shu Mai vs. Avengers, Palpatine, Rey, Yaddle;$7000
Onderon, Manhattan;Adi Gallia, Captain Lorth Needa, Cassian Andor, FN-2199, Jobal Naberrie, Ketsu Onyo, Rey, Sora Bulq, Watchmen, Wullf Yularen vs. Po Nudo Paul;$16000
Nal Hutta, The Empire;Admiral Firmus Piett, Beru Whitesun Lars, Lott Dod, Moff Delian Mors, Wag Too vs. Captain Panaka, Dapp, Jabba the Hutt, Lando Calrissian, Leia Organa, Longo Two-Guns, Luminara Unduli, Saelt-Marae, Snaggletooth, Wolverine;$4000
Bespin, Rebel Alliance;Captain Lorth Needa, Chirrut Îmwe, Klaatu, Mon Mothma vs. General Grievous, Grand Moff Wilhuff Tarkin, Karina the Great, Salacious B. Crumb, Thane Kyrell, Tulon Voidgazer, Wedge Antilles;$22000
Yavin, Manhattan;Mace Windu, Poe Dameron, Qui-Gon Jinn vs. Admiral Firmus Piett, Ahsoka Tano, Alton Kastle;$11000
Jedha, The Empire;Queen Jamillia, Rukh vs. Berch Teller, Obi-Wan Kenobi;$6000
Kashyyyk, The Empire;Beru Whitesun Lars, Count Dooku, Rako Hardeen vs. Asajj Ventress, Iron Man, Longo Two-Guns, Sola Naberrie;$0
Sullust, Manhattan;Captain Phasma, Rogue Squadron, San Hill vs. Bren Derlin, Hondo Ohnaka, Thor;$4000
Nal Hutta, The Empire;Riff Tamson vs. Alton Kastle, R4-G9;$3000
Onderon, Manhattan;Cassian Andor, Jom Barell, Rogue Squadron vs. Avengers, Captain Gregor, Romba, Shara Bey, Shu Mai;$21000
Rodia, Manhattan;Han Solo vs. Boba Fett, Brendol Hux, Captain Phasma, Count Dooku, Moff Delian Mors;$5000
Scarif, Manhattan;Captain Roos Tarpals, Che Amanwe Papanoida, Feral, Gideon Hask, Watto vs. Leia Organa, R2-D2;$9000
Kashyyyk, The Empire;Embo vs. Alton Kastle, Hera Syndulla, R2-KT, Ric Olié;$6000
Mandalore, The Empire;Avengers, Onaconda Farr, Rorschach vs. Iron Man;$1000
Concord Dawn, Rebel Alliance;0-0-0, 8D8, Almec, Amee, Avengers, Clone Trooper Fives, Commander Fox, Ellé, Governor Arihnda Pryce, Joh Yowza, Moff Tiaan Jerjerrod, Oola, Pablo-Jill, Padmé Amidala, Ponda Baba, Queen Miraj Scintel, Shaak Ti, Shu Mai, Watchmen, Wullf Yularen vs. Finn, Kylo Ren;$20000
Scarif, Manhattan;Chirrut Îmwe, Garindan, General Maximilian Veers, Pooja Naberrie, X-Men vs. Joclad Danva;$10000
Umbara, Manhattan;Galen Erso vs. Admiral Conan Antonio Motti, BB-8, Cassian Andor, Che Amanwe Papanoida, General Carlist Rieekan, Jan Dodonna, Kylo Ren, Lieutenant Watts, Longo Two-Guns, Momaw Nadon, Ody Mandrell, Orson Krennic, RA-7, Shaak Ti, Shu Mai, Wicket W. Warrick, X-Men;$8000
Mustafar, The Empire;Aiolin and Morit Astarte, Darth Maul, Droidbait, Malakili, Oppo Rancisis, Ransolm Casterfo, Saché, Teedo vs. Admiral Gial Ackbar, Avengers, Beru Whitesun Lars, Black Krrsantan;$15000
Tatooine, Manhattan;C1-10P, Queen Miraj Scintel, Romba, San Hill vs. Luminara Unduli, Quarrie;$1000
Kamino, The Empire;2-1B, Agent Kallus, Bazine Netal, Bren Derlin, Eli Vanto, General Crix Madine, Gungi, Huyang, Longo Two-Guns, Luke Skywalker, Mace Windu, Padmé Amidala, R2-Q5, Sergeant Kreel, Teedo vs. Asajj Ventress, Finn, Tikkes;$27000
Jedha, The Empire;Commander Wolffe, Jango Fett, Letta Turmond, Oppo Rancisis vs. Boba Fett, Quarrie;$2000
Kamino, The Empire;AP-5, Chewbacca, Gungi vs. Oppo Rancisis;$2000
Concord Dawn, Rebel Alliance;Osi Sobeck vs. Boba Fett, Luminara Unduli, Yoda;$1000
Concord Dawn, Rebel Alliance;Bodhi Rook, Thor vs. Jobal Naberrie, Nute Gunray, Romba, Wuher;$2000
Nal Hutta, The Empire;Admiral Gial Ackbar, Alton Kastle, BB-8, Captain Panaka, Luke Skywalker, Rey vs. Jan Dodonna, Wald;$6000
Hell's Kitchen, Manhattan;Lott Dod, Luke Skywalker, Mina Bonteri vs. BB-8, Bodhi Rook, Brendol Hux, Commander Fox, Cordé, Iron Man, Rorschach, Sana Starros, Yoda;$2000
Nal Hutta, The Empire;Berch Teller, Watto, Wedge Antilles vs. Bo-Katan Kryze, Commander Gree, Kylo Ren, Longo Two-Guns, Pharl McQuarrie, Pong Krell;$26000
Concord Dawn, Rebel Alliance;Chirrut Îmwe, Ezra Bridger, Grand Admiral Thrawn, Iron Man, Lumat, R4-G9, Rey, X-Men vs. Bodhi Rook, Borvo the Hutt, Captain Jeremoch Colton, Count Dooku, Qui-Gon Jinn;$21000
Concord Dawn, Rebel Alliance;Captain Roos Tarpals, Chirrut Îmwe vs. Sarkli, Shara Bey;$8000
Kashyyyk, The Empire;Borvo the Hutt, Queen Apailana vs. Hondo Ohnaka, Lumat, Luminara Unduli, Moff Delian Mors, Orson Krennic, Ric Olié;$10000
Scarif, Manhattan;Eli Vanto, Garindan, Ryoo Naberrie vs. Rogue Squadron;$2000
Concord Dawn, Rebel Alliance;Clone 99, Commander Fox, K-2SO, R2-D2 vs. Tulon Voidgazer, X-Men;$27000
Coruscant, Rebel Alliance;Jobal Naberrie vs. Avengers;$1000
Hosnian Prime, The Empire;Beru Whitesun Lars, Doctor Aphra, Padmé Amidala, Watto, Zev Senesca vs. Anakin Skywalker, Captain Lorth Needa, Captain Phasma, Cassian Andor, Ciena Ree, Rako Hardeen;$5000
Subterrel, Manhattan;Boba Fett, Captain Phasma, Even Piell, General Maximilian Veers, Luminara Unduli, R2-D2, R5-J2, Rae Sloane, Rey, Salacious B. Crumb vs. Lieutenant Thire, Lieutenant Watts, Orson Krennic, San Hill;$4000
Endor, Rebel Alliance;Asajj Ventress, Jas Emari, Leia Organa, Sly Moore, Wittin vs. Mas Amedda;$3000
Kashyyyk, The Empire;Grand Admiral Thrawn, Moralo Eval vs. Gardulla the Hutt;$3000
Ryloth, Manhattan;Avengers, Kaydel Ko Connix, Kylo Ren vs. Iron Man, Padmé Amidala;$14000
Sullust, Manhattan;Commander Gree, Mace Windu, Romba, X-Men vs. General Crix Madine, Iron Man, Kit Fisto, Maz Kanata, Nien Nunb, Ody Mandrell, Pooja Naberrie, R2-D2, Wolverine;$24000
Naboo, The Empire;Avengers, Mercurial Swift, Pablo-Jill, Padmé Amidala, R2-D2 vs. Bossk, Clone Trooper Fives, Quarrie;$5000
Bespin, Rebel Alliance;Chewbacca, Quarrie vs. Baze Malbus, Cliegg Lars, Cordé, Garindan, R2-KT, R5-D4, Royal Guard, Tessek;$17000
Umbara, Manhattan;Garindan, Grand Admiral Thrawn, Inquisitor: Seventh Sister, Joclad Danva, Jom Barell, Rae Sloane vs. Ezra Bridger, Pagetti Rook, Qui-Gon Jinn, Watchmen;$8000
Jedha, The Empire;Ben Quadinaros, Boba Fett, Jobal Naberrie, Palpatine, Poggle the Lesser vs. Captain Lorth Needa;$4000
Kashyyyk, The Empire;Ebe E. Endocott, Nute Gunray, Quarrie vs. Captain Phasma, Cassian Andor, Che Amanwe Papanoida, Cordé, Momaw Nadon, Sebulba, Sly Moore;$5000
Tatooine, Manhattan;Garindan, Sora Bulq, Wolverine vs. AP-5, Kylo Ren, Longo Two-Guns, Padmé Amidala;$6000
Geonosis, The Empire;Avengers, Commander Fox, Finn, Padmé Amidala vs. General Crix Madine, Jyn Erso, Rae Sloane, Zuckuss;$3000
Geonosis, The Empire;Che Amanwe Papanoida, Joh Yowza, Leia Organa, Letta Turmond, Shmi Skywalker, Tulon Voidgazer, Watchmen vs. Adi Gallia;$1000
Nal Hutta, The Empire;C-3PO, Cliegg Lars, Clone Trooper Fives, Finn, Greedo, Malakili, Moff Delian Mors, Ona Nobis vs. Ahri Raas, Count Dooku;$4000
Mustafar, The Empire;Wullf Yularen vs. Admiral Firmus Piett, Chewbacca;$3000
Dathomir, Rebel Alliance;Luke Skywalker, Poggle the Lesser, Romba vs. Finn, Logray, Longo Two-Guns, Po Nudo Paul, San Hill, Thor, Wolverine;$3000
Nal Hutta, The Empire;Amee, Berch Teller vs. Pharl McQuarrie;$3000
Coruscant, Rebel Alliance;Greer Sonnel, Han Solo, Nute Gunray, Ree-Yees vs. Mace Windu;$0
Onderon, Manhattan;Moff Delian Mors, Wedge Antilles vs. BB-8, Bodhi Rook;$2000
Nal Hutta, The Empire;Leia Organa vs. Alton Kastle, Boba Fett, Cassian Andor, Commander Jet, Han Solo, Longo Two-Guns, Morley, R2-D2, Rey, Shu Mai, Sifo-Dyas;$0
Endor, Rebel Alliance;Salacious B. Crumb vs. Bodhi Rook, Captain Lorth Needa, Cassian Andor, Jyn Erso, R5-D4, Watchmen;$7000
Kashyyyk, The Empire;Savage Opress vs. Orson Krennic;$6000
Yavin, Manhattan;General Maximilian Veers, Gungi, Longo Two-Guns, Rogue Squadron, Watto vs. R4-G9;$1000
Scarif, Manhattan;Leia Organa, R5-J2, Rorschach vs. Mercurial Swift, Snaggletooth;$6000
Bespin, Rebel Alliance;R2-D2 vs. Berch Teller, Captain Gregor, Max Rebo;$5000
Kashyyyk, The Empire;Shmi Skywalker vs. Ciena Ree, Iron Man, Logray, Norra Wexley, Shu Mai, Thor, Tikkes, Watchmen, Wuher, Zam Wesell;$17000
Dathomir, Rebel Alliance;Captain Phasma, Longo Two-Guns, X-Men vs. U9-C4;$13000
Bespin, Rebel Alliance;Baron Papanoida, RA-7, Ruwee Naberrie, Wat Tambor vs. Iron Man;$0
Concord Dawn, Rebel Alliance;Captain Phasma, Chewbacca, Commander Bly, Kanan Jarrus, Quinlan Vos vs. Ciena Ree, Huyang, Leia Organa, Rey, Ric Olié, San Hill, Warlug, Watchmen, Wicket W. Warrick, Ziro the Hutt;$13000
Jedha, The Empire;Iron Man, Max Rebo, Rey vs. Janus Greejatus;$2000
Scarif, Manhattan;4-LOM vs. Barada, Gonk droid, Mercurial Swift, Savage Opress;$1000
Dathomir, Rebel Alliance;Padmé Amidala, Supreme Leader Snoke vs. Agent Kallus;$3000
Bespin, Rebel Alliance;Aiolin and Morit Astarte, Padmé Amidala, Queen Miraj Scintel, Yoda vs. Moralo Eval, Watchmen;$0
Mustafar, The Empire;Rorschach, Watto vs. Orson Krennic, R2-KT, X-Men;$2000
Kashyyyk, The Empire;Avengers, Embo vs. Jyn Erso, Rako Hardeen, Romba, Rorschach, Wolverine;$18000
Sullust, Manhattan;General Cassio Tagge, Moteé vs. Baze Malbus, Cliegg Lars, Finn, Ki-Adi-Mundi, Oola, Wag Too, Watchmen;$0
Coruscant, Rebel Alliance;Luminara Unduli, Romba vs. Garindan;$0
Hosnian Prime, The Empire;BB-8, Ben Quadinaros, Ree-Yees vs. Commander Bly, Salacious B. Crumb, Tessek;$4000
Tatooine, Manhattan;Boss Rugor Nass, Cad Bane vs. Cassian Andor, Momaw Nadon, Rorschach;$17000
Sullust, Manhattan;Chewbacca vs. Watchmen;$1000
Geonosis, The Empire;Savage Opress vs. Darth Maul, Pharl McQuarrie;$10000
Hell's Kitchen, Manhattan;Boba Fett, Ezra Bridger, Luke Skywalker, Watchmen, Wicket W. Warrick vs. Baze Malbus, Commander Bly, Commander Fox, Kit Fisto, Lieutenant Watts, Sergeant Kreel;$32000
Tatooine, Manhattan;Greedo vs. Admiral Gial Ackbar, Clone 99, Jango Fett, Lando Calrissian, Malakili, Owen Lars, Poe Dameron;$24000
Kamino, The Empire;4-LOM, Aiolin and Morit Astarte, Finn, Gungi, Han Solo, Kylo Ren, Luke Skywalker, Nien Nunb, Rogue Squadron, Romba vs. Alton Kastle;$3000
Sullust, Manhattan;Chewbacca vs. 2-1B, R5-D4, Sifo-Dyas;$2000
Jedha, The Empire;Romba vs. Logray, Sly Moore;$3000
Concord Dawn, Rebel Alliance;Rorschach vs. Chief Chirpa, Chirrut Îmwe, Dormé, Dr. Nuvo Vindi, R2-D2, Sly Moore, Wag Too;$3000
Hosnian Prime, The Empire;Shara Bey vs. Oppo Rancisis;$3000
Kashyyyk, The Empire;Arvel Crynyd, Bo-Katan Kryze, Cordé, Gardulla the Hutt, Grand Inquisitor, Savage Opress, Sora Bulq vs. Shara Bey;$6000
Jedha, The Empire;Finn vs. R4-G9;$1000
Nal Hutta, The Empire;Ahsoka Tano, Anakin Skywalker, Baze Malbus, Captain Phasma, Count Dooku, Eli Vanto, Ki-Adi-Mundi, Mace Windu, Padmé Amidala, R2-D2, Salacious B. Crumb, Sarkli, Sora Bulq, Tulon Voidgazer, Wolverine, X-Men vs. Luke Skywalker, Nien Nunb, Sergeant Kreel;$10000
Onderon, Manhattan;Boba Fett, Clone 99, FN-2199, Jango Fett vs. Boss Rugor Nass, Nahdar Vebb, Rukh, Teedo;$0
Hosnian Prime, The Empire;BT-1, Black Krrsantan, Boss Rugor Nass, General Crix Madine, Inspector Thanoth, Iron Man, Jek Tono Porkins, Padmé Amidala, R2-D2, Rorschach, Shaak Ti, Taun We vs. Captain Phasma;$1000
Hosnian Prime, The Empire;Grand Admiral Thrawn vs. Gungi, Padmé Amidala;$2000
Geonosis, The Empire;Avengers, Che Amanwe Papanoida, Commander Fox, R5-D4, The Bendu vs. Clone Trooper Fives, Yoda;$6000
Dathomir, Rebel Alliance;Cassian Andor vs. Wolverine;$1000
Hosnian Prime, The Empire;Ketsu Onyo vs. Avengers, Borvo the Hutt, Quarrie;$1000
Mon Cala, The Empire;Aiolin and Morit Astarte, Embo vs. Chewbacca, Longo Two-Guns, Romba, Sifo-Dyas;$1000
Scarif, Manhattan;Ahsoka Tano, Wat Tambor vs. Bodhi Rook, Captain Roos Tarpals, Moralo Eval;$4000
Kamino, The Empire;0-0-0, Avengers, Captain Jeremoch Colton, Count Dooku, Onaconda Farr, Padmé Amidala, Poe Dameron, Rey, San Hill, Saw Gerrera vs. Iron Man, Kylo Ren, X-Men;$3000
Scarif, Manhattan;Rogue Squadron vs. X-Men;$1000
Scarif, Manhattan;Avengers, Captain Roos Tarpals, General Maximilian Veers, Moff Tiaan Jerjerrod, Ody Mandrell vs. BB-8, Grand Admiral Thrawn, Joph Seastriker, Longo Two-Guns, Padmé Amidala, R2-KT;$12000
Corellia, Rebel Alliance;Inspector Thanoth vs. Iron Man;$0
Mon Cala, The Empire;Admiral Gial Ackbar, Ben Quadinaros, Captain Jeremoch Colton, Jyn Erso, Lieutenant Watts, Orson Krennic vs. Leia Organa, Salacious B. Crumb, Watchmen, Wolverine;$10000
Concord Dawn, Rebel Alliance;Jas Emari, Luke Skywalker, Queen Miraj Scintel vs. Chirrut Îmwe, Gonk droid, Kylo Ren, Mon Mothma, Oppo Rancisis, Quarrie, R2-D2;$2000
Hoth, The Empire;Avengers, Rinnrivin Di, Sarkli vs. Embo;$2000
